RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event
97410100,97410007,MEX,LA VOLPE Ricardo (ARG),N,12,J. DE J. CORONA,,
337,3055,NOR,OLSEN Egil (NOR),S,6,J. FLO,,
255931,300186489,URU,TABAREZ Oscar (URU),N,4,J. FUCILE,,
97410100,97410002,ECU,SUAREZ Luis (COL),N,2,J. GUAGUA,,I69'
337,3050,ESP,CLEMENTE Javier (ESP),S,8,J. GUERRERO,,OH46'
206,1173,INH,VAN MASTENBROEK Johannes (NED),N,0,J. HARTING,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,14,J. HERNANDEZ,,I74'
255931,300186505,IRN,Carlos QUEIR�S (POR),S,4,J. HOSSEINI,,
97410100,97410002,ECU,SUAREZ Luis (COL),N,5,J. L. PERLAZA,,
97410100,97410011,CRO,KRANJCAR Zlatko (CRO),N,16,J. LEKO,,I41'
255931,300186475,POR,PAULO BENTO (POR),S,8,J. MOUTINHO,,
255931,300186505,IRN,Carlos QUEIR�S (POR),S,6,J. NEKOUNAM,C,
249722,300061495,HON,MENDOZA Alexis (COL),N,4,J. PALACIOS,,
255931,300186475,POR,PAULO BENTO (POR),S,21,J. PEREIRA,,Y11'
249722,300061478,DEN,OLSEN Morten (DEN),N,14,J. POULSEN,,
43950100,43950009,MEX,Javier AGUIRRE (MEX),N,18,J. RODRIGUEZ,,
97410100,97410014,TOG,PFISTER Otto (GER),S,18,J. SENAYA,,O55'
249722,300061490,PRK,KIM Jong Hun (PRK),S,9,J. TAE SE,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,23,J. VAZQUEZ,,
249722,300061484,PAR,MARTINO Gerardo (ARG),S,1,J. VILLAR,GKC,
249722,300061490,PRK,KIM Jong Hun (PRK),S,8,J. YUN NAM,,G89'
1014,8735,IRN,TALEBI Jalal (IRN),S,17,J. ZARINCHEH,,
97410100,97410007,MEX,LA VOLPE Ricardo (ARG),N,15,J.A. CASTRO,,
43950100,43950003,URU,PUA Victor (URU),N,19,J.BIZERA,,
255931,300186496,HON,SUAREZ Luis (COL),N,6,J.C. GARCIA,,
97410100,97410007,IRN,IVANKOVIC Branko (CRO),N,17,J.KAZEMIAN,,
255931,300186489,URU,TABAREZ Oscar (URU),N,13,J.M. GIMENEZ,,
249722,300111112,ESP,DEL BOSQUE Vicente (ESP),N,20,J.MARTINEZ,,
249722,300061495,HON,MENDOZA Alexis (COL),N,10,J.N. PALACIOS,,
249722,300111112,ESP,DEL BOSQUE Vicente (ESP),N,22,J.NAVAS,,I62'
97410100,97410007,IRN,IVANKOVIC Branko (CRO),S,6,J.NEKOUNAM,,Y55'
204,1133,NED,GLENDENNING Bob (ENG),N,0,Jaap MOL,,
1014,8733,NED,HIDDINK Guus (NED),S,3,Jaap STAM,,
293,995,POL,PIECHNICZEK Antoni (POL),N,21,Jacek KAZIMIERSKI,,
206,1156,CUB,TAPIA Jose (CUB),S,0,Jacinto BARQUIN,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Jacinto VILLALBA,,
97410100,97410004,TRI,BEENHAKKER Leo (NED),N,21,JACK,GK,
238,1636,ENG,RAMSEY Alf (ENG),S,5,Jack CHARLTON,,
220,1407,WAL,MURPHY James (WAL),S,1,Jack KELSEY,GK,
262,1955,AUS,RASIC Rale (YUG),S,1,Jack REILLY,GK,
206,1173,INH,VAN MASTENBROEK Johannes (NED),S,0,Jack SAMUELS,,
208,1230,SUI,ANDREOLI Franco (SUI),S,0,Jackie FATTON,,
211,1236,SCO,BATTIE Andy (SCO),N,16,Jackie HENDERSON,,
208,1192,ENG,WINTERBOTTOM Walter (ENG),N,0,Jackie MILBURN,,
220,1434,SCO,WALKER Dawson (SCO),S,17,Jackie MUDIE,,
220,1421,NIR,DOHERTY Peter (NIR),N,14,Jackie SCOTT,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,21,JACKSON M.,,I76'
1014,8729,DEN,JOHANSSON Bo (SWE),N,13,Jacob LAURSEN,,
250,1747,BEL,GOETHALS Raymond (BEL),N,13,Jacques BEURLET,,
250,1747,BEL,GOETHALS Raymond (BEL),N,22,Jacques DUQUESNE,,
211,1276,FRA,PIBAROT Pierre (FRA),N,5,Jacques GRIMONPON,,
204,1104,FRA,KIMPTON George (ENG),S,0,Jacques MAIRESSE,,
201,1090,BEL,GOETINCK Hector (BEL),S,0,Jacques MOESCHAL,,
293,749,BEL,THYS Guy (BEL),N,22,Jacques MUNARON,,
293,833,CMR,VINCENT Jean (FRA),S,18,Jacques NGUEA,,O73'
238,1650,FRA,GUERIN Henri (FRA),N,20,Jacques SIMON,,
322,26,CMR,NEPOMNYASHCHI Valeri (RUS),N,22,Jacques SONGOO,,
97410100,97410014,KOR,Dick ADVOCAAT (NED),S,19,JAEJIN,,O83'
249722,300061459,KOR,HUH Jungmoo (KOR),N,13,JAESUNG,,I90'
255931,300186513,ENG,HODGSON Roy (ENG),S,6,JAGIELKA,,
